RAW_CITY_DES,ORIGIN_DATA_ID,CITY_DES,CITY_ID,LOAD_TIME
Carcaixent,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Carcaixent,46083,2024-06-18 10:51:35.414 +0200
Marratxí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Marratxí,07036,2024-06-18 10:51:35.414 +0200
Pobla (Sa),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Pobla, Sa",07044,2024-06-18 10:51:35.414 +0200
Salou,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Salou,43905,2024-06-18 10:51:35.414 +0200
Rossell,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Rossell,12096,2024-06-18 10:51:35.414 +0200
Catí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Catí,12042,2024-06-18 10:51:35.414 +0200
Línea de la Concepción (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Línea de la Concepción, La",11022,2024-06-18 10:51:35.414 +0200
Mogán,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Mogán,35012,2024-06-18 10:51:35.414 +0200
Carmona,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Carmona,41024,2024-06-18 10:51:35.414 +0200
Ayora,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ayora,46044,2024-06-18 10:51:35.414 +0200
Salt,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Salt,17155,2024-06-18 10:51:35.414 +0200
Cártama,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cártama,29038,2024-06-18 10:51:35.414 +0200
Culla,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Culla,12051,2024-06-18 10:51:35.414 +0200
Villafranca de los Barros,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villafranca de los Barros,06149,2024-06-18 10:51:35.414 +0200
Cabeza la Vaca,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cabeza la Vaca,06024,2024-06-18 10:51:35.414 +0200
Zalamea la Real,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Zalamea la Real,21078,2024-06-18 10:51:35.414 +0200
Santa Coloma de Gramenet,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santa Coloma de Gramenet,08245,2024-06-18 10:51:35.414 +0200
Olivella,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Olivella,08148,2024-06-18 10:51:35.414 +0200
Almacelles,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Almacelles,25019,2024-06-18 10:51:35.414 +0200
Vall de Bianya (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Vall de Bianya, La",17208,2024-06-18 10:51:35.414 +0200
Valle del Zalabí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Valle del Zalabí,18907,2024-06-18 10:51:35.414 +0200
Belmonte,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Belmonte,BRBVM,2024-06-18 10:51:35.414 +0200
Villamalea,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villamalea,02079,2024-06-18 10:51:35.414 +0200
San Pedro,AX_FLX_PLACE_BY_CITY_ALL_TODAY,San Pedro,USSPQ,2024-06-18 10:51:35.414 +0200
Pobla de Mafumet (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Pobla de Mafumet, La",43109,2024-06-18 10:51:35.414 +0200
Chelva,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Chelva,46106,2024-06-18 10:51:35.414 +0200
Esporles,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Esporles,07020,2024-06-18 10:51:35.414 +0200
Tales,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Tales,12109,2024-06-18 10:51:35.414 +0200
Moncofa,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Moncofa,12077,2024-06-18 10:51:35.414 +0200
Roquetes,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Roquetes,43133,2024-06-18 10:51:35.414 +0200
Cómpeta,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cómpeta,29045,2024-06-18 10:51:35.414 +0200
Baena,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Baena,14007,2024-06-18 10:51:35.414 +0200
Saucejo (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Saucejo, El",41090,2024-06-18 10:51:35.414 +0200
Mora de Rubielos,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Mora de Rubielos,44158,2024-06-18 10:51:35.414 +0200
Valencina de la Concepción,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Valencina de la Concepción,41096,2024-06-18 10:51:35.414 +0200
Maguilla,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Maguilla,06076,2024-06-18 10:51:35.414 +0200
Luque,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Luque,14039,2024-06-18 10:51:35.414 +0200
Pedrera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Pedrera,41072,2024-06-18 10:51:35.414 +0200
Fuente de Cantos,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Fuente de Cantos,06052,2024-06-18 10:51:35.414 +0200
Sant Cugat del Vallčs,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Cugat del Vallès,08205,2024-06-18 10:51:35.414 +0200
Sant Juliŕ de Vilatorta,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Julià de Vilatorta,08220,2024-06-18 10:51:35.414 +0200
Borriana/Burriana,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Borriana/Burriana,12032,2024-06-18 10:51:35.414 +0200
Bornos,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Bornos,11010,2024-06-18 10:51:35.414 +0200
Atzeneta del Maestrat,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Atzeneta del Maestrat,12001,2024-06-18 10:51:35.414 +0200
Atarfe,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Atarfe,18022,2024-06-18 10:51:35.414 +0200
Montemolín,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montemolín,06086,2024-06-18 10:51:35.414 +0200
Albi (L'),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Albi, L'",25009,2024-06-18 10:51:35.414 +0200
Chinchilla de Monte-Aragón,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Chinchilla de Monte-Aragón,02029,2024-06-18 10:51:35.414 +0200
Liétor,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Liétor,02044,2024-06-18 10:51:35.414 +0200
Cumbres Mayores,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cumbres Mayores,21029,2024-06-18 10:51:35.414 +0200
Viladrau,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Viladrau,17220,2024-06-18 10:51:35.414 +0200
Cala,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cala,21016,2024-06-18 10:51:35.414 +0200
Ripollet,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ripollet,08180,2024-06-18 10:51:35.414 +0200
Sant Vicenç dels Horts,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Vicenç dels Horts,08263,2024-06-18 10:51:35.414 +0200
Fuentes de León,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Fuentes de León,06055,2024-06-18 10:51:35.414 +0200
Bonete,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Bonete,02018,2024-06-18 10:51:35.414 +0200
Falset,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Falset,43055,2024-06-18 10:51:35.414 +0200
Álora,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Álora,29012,2024-06-18 10:51:35.414 +0200
Valverde de Júcar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Valverde de Júcar,16236,2024-06-18 10:51:35.414 +0200
Besalú,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Besalú,17019,2024-06-18 10:51:35.414 +0200
Villar de Cańas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villar de Cañas,16253,2024-06-18 10:51:35.414 +0200
Alcaraz,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcaraz,02008,2024-06-18 10:51:35.414 +0200
Pinar de El Hierro (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Pinar de El Hierro, El",38901,2024-06-18 10:51:35.414 +0200
Torrevieja,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Torrevieja,03133,2024-06-18 10:51:35.414 +0200
Agost,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Agost,03002,2024-06-18 10:51:35.414 +0200
Castell de Guadalest (el),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Castell de Guadalest, el",03075,2024-06-18 10:51:35.414 +0200
Tacoronte,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Tacoronte,38043,2024-06-18 10:51:35.414 +0200
Valverde,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Valverde,38048,2024-06-18 10:51:35.414 +0200
Ingenio,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ingenio,35011,2024-06-18 10:51:35.414 +0200
Alacant/Alicante,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alacant/Alicante,03014,2024-06-18 10:51:35.414 +0200
Santomera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santomera,30901,2024-06-18 10:51:35.414 +0200
San Bartolomé de Tirajana,AX_FLX_PLACE_BY_CITY_ALL_TODAY,San Bartolomé de Tirajana,35019,2024-06-18 10:51:35.414 +0200
Agullent,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Agullent,46004,2024-06-18 10:51:35.414 +0200
Unión (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Unión, La",30041,2024-06-18 10:51:35.414 +0200
Tanque (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Tanque, El",38044,2024-06-18 10:51:35.414 +0200
Relleu,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Relleu,03112,2024-06-18 10:51:35.414 +0200
Turís,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Turís,46248,2024-06-18 10:51:35.414 +0200
Benifaió,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benifaió,46060,2024-06-18 10:51:35.414 +0200
Requena,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Requena,46213,2024-06-18 10:51:35.414 +0200
Sant Just Desvern,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Just Desvern,08221,2024-06-18 10:51:35.414 +0200
Nerja,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Nerja,29075,2024-06-18 10:51:35.414 +0200
Alcantarilla,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcantarilla,30005,2024-06-18 10:51:35.414 +0200
Ontinyent,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ontinyent,46184,2024-06-18 10:51:35.414 +0200
Selva,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Selva,07058,2024-06-18 10:51:35.414 +0200
Maó,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Maó,TDAMO,2024-06-18 10:51:35.414 +0200
Villarquemado,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villarquemado,44261,2024-06-18 10:51:35.414 +0200
Buenache de Alarcón,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Buenache de Alarcón,16039,2024-06-18 10:51:35.414 +0200
San Andrés y Sauces,AX_FLX_PLACE_BY_CITY_ALL_TODAY,San Andrés y Sauces,38033,2024-06-18 10:51:35.414 +0200
Utiel,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Utiel,46249,2024-06-18 10:51:35.414 +0200
"Puig de Santa Maria, el",AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Puig de Santa Maria, el",46204,2024-06-18 10:51:35.414 +0200
Llucmajor,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Llucmajor,07031,2024-06-18 10:51:35.414 +0200
Barlovento,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Barlovento,38007,2024-06-18 10:51:35.414 +0200
Rafal,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Rafal,03109,2024-06-18 10:51:35.414 +0200
Benidoleig,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benidoleig,03030,2024-06-18 10:51:35.414 +0200
Lorca,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Lorca,30024,2024-06-18 10:51:35.414 +0200
Simat de la Valldigna,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Simat de la Valldigna,46231,2024-06-18 10:51:35.414 +0200
Vilallonga/Villalonga,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Vilallonga/Villalonga,46255,2024-06-18 10:51:35.414 +0200
Alfŕs del Pi (l'),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Alfàs del Pi, l'",03011,2024-06-18 10:51:35.414 +0200
Mula,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Mula,30029,2024-06-18 10:51:35.414 +0200
Fondó de les Neus (el)/Hondón de las Nieves,AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Fondó de les Neus, el/Hondón de las Nieves",03077,2024-06-18 10:51:35.414 +0200
Algemesí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Algemesí,46029,2024-06-18 10:51:35.414 +0200
Gandia,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Gandia,46131,2024-06-18 10:51:35.414 +0200
Cambrils,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cambrils,43038,2024-06-18 10:51:35.414 +0200
Navajas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Navajas,12081,2024-06-18 10:51:35.414 +0200
Viver,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Viver,12140,2024-06-18 10:51:35.414 +0200
Riera de Gaiŕ (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Riera de Gaià, La",43126,2024-06-18 10:51:35.414 +0200
Royuela,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Royuela,44198,2024-06-18 10:51:35.414 +0200
Coín,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Coín,29042,2024-06-18 10:51:35.414 +0200
Salobreńa,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Salobreña,18173,2024-06-18 10:51:35.414 +0200
Teba,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Teba,29089,2024-06-18 10:51:35.414 +0200
Zafarraya,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Zafarraya,18192,2024-06-18 10:51:35.414 +0200
Almadén de la Plata,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Almadén de la Plata,41009,2024-06-18 10:51:35.414 +0200
Son Servera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Son Servera,07062,2024-06-18 10:51:35.414 +0200
Sant Llorenç des Cardassar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Llorenç des Cardassar,07051,2024-06-18 10:51:35.414 +0200
Aldea de San Nicolás (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Aldea de San Nicolás, La",35020,2024-06-18 10:51:35.414 +0200
Rambla (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Rambla, La",14057,2024-06-18 10:51:35.414 +0200
Motilla del Palancar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Motilla del Palancar,16134,2024-06-18 10:51:35.414 +0200
Manilva,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Manilva,29068,2024-06-18 10:51:35.414 +0200
Formentera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Formentera,07024,2024-06-18 10:51:35.414 +0200
Xerta,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Xerta,43052,2024-06-18 10:51:35.414 +0200
Monturque,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Monturque,14044,2024-06-18 10:51:35.414 +0200
Punta Umbría,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Punta Umbría,21060,2024-06-18 10:51:35.414 +0200
Sabadell,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sabadell,08187,2024-06-18 10:51:35.414 +0200
Santa Margarida i els Monjos,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santa Margarida i els Monjos,08251,2024-06-18 10:51:35.414 +0200
Sitges,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sitges,08270,2024-06-18 10:51:35.414 +0200
Camas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Camas,41021,2024-06-18 10:51:35.414 +0200
Peńarroya-Pueblonuevo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Peñarroya-Pueblonuevo,14052,2024-06-18 10:51:35.414 +0200
Herrera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Herrera,COHRR,2024-06-18 10:51:35.414 +0200
Cuenca,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cuenca,ECCUE,2024-06-18 10:51:35.414 +0200
Arcos de las Salinas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Arcos de las Salinas,44026,2024-06-18 10:51:35.414 +0200
Pollença,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Pollença,07042,2024-06-18 10:51:35.414 +0200
Calanda,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Calanda,44051,2024-06-18 10:51:35.414 +0200
Mijas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Mijas,29070,2024-06-18 10:51:35.414 +0200
Villanueva del Rosario,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villanueva del Rosario,29096,2024-06-18 10:51:35.414 +0200
Deifontes,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Deifontes,18066,2024-06-18 10:51:35.414 +0200
Ronquillo (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Ronquillo, El",41083,2024-06-18 10:51:35.414 +0200
Muniesa,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Muniesa,44161,2024-06-18 10:51:35.414 +0200
Lleida,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Lleida,25120,2024-06-18 10:51:35.414 +0200
Montblanc,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montblanc,43086,2024-06-18 10:51:35.414 +0200
Fuente-Tójar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Fuente-Tójar,14031,2024-06-18 10:51:35.414 +0200
Torrebaja,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Torrebaja,46242,2024-06-18 10:51:35.414 +0200
Fuentenava de Jábaga,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Fuentenava de Jábaga,16904,2024-06-18 10:51:35.414 +0200
Lucena,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Lucena,14038,2024-06-18 10:51:35.414 +0200
Alcańiz,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcañiz,44013,2024-06-18 10:51:35.414 +0200
Mairena del Aljarafe,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Mairena del Aljarafe,41059,2024-06-18 10:51:35.414 +0200
Utrera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Utrera,41095,2024-06-18 10:51:35.414 +0200
Monda,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Monda,29073,2024-06-18 10:51:35.414 +0200
Castilleja de la Cuesta,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Castilleja de la Cuesta,41029,2024-06-18 10:51:35.414 +0200
Pedroso (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Pedroso, El",41073,2024-06-18 10:51:35.414 +0200
Palma del Condado (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Palma del Condado, La",21054,2024-06-18 10:51:35.414 +0200
Montellano,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montellano,41064,2024-06-18 10:51:35.414 +0200
Calamonte,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Calamonte,06025,2024-06-18 10:51:35.414 +0200
Argentona,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Argentona,08009,2024-06-18 10:51:35.414 +0200
Vilanova del Vallčs,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Vilanova del Vallès,08902,2024-06-18 10:51:35.414 +0200
Arbúcies,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Arbúcies,17009,2024-06-18 10:51:35.414 +0200
Pajarón,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Pajarón,16146,2024-06-18 10:51:35.414 +0200
Horcajo de Santiago,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Horcajo de Santiago,16106,2024-06-18 10:51:35.414 +0200
Pedrońeras (Las),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Pedroñeras, Las",16154,2024-06-18 10:51:35.414 +0200
Huerta del Marquesado,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Huerta del Marquesado,16111,2024-06-18 10:51:35.414 +0200
Calaceite,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Calaceite,44049,2024-06-18 10:51:35.414 +0200
Esparreguera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Esparreguera,08076,2024-06-18 10:51:35.414 +0200
Anglčs,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Anglès,17008,2024-06-18 10:51:35.414 +0200
Alhama de Granada,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alhama de Granada,18013,2024-06-18 10:51:35.414 +0200
Tuéjar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Tuéjar,46247,2024-06-18 10:51:35.414 +0200
Villaescusa de Haro,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villaescusa de Haro,16243,2024-06-18 10:51:35.414 +0200
Alatoz,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alatoz,02002,2024-06-18 10:51:35.414 +0200
Almogía,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Almogía,29011,2024-06-18 10:51:35.414 +0200
Cerdanyola del Vallčs,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cerdanyola del Vallès,08266,2024-06-18 10:51:35.414 +0200
Castril,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Castril,18046,2024-06-18 10:51:35.414 +0200
Salobre,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Salobre,02070,2024-06-18 10:51:35.414 +0200
Móra d'Ebre,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Móra d'Ebre,43093,2024-06-18 10:51:35.414 +0200
Villaverde y Pasaconsol,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villaverde y Pasaconsol,16273,2024-06-18 10:51:35.414 +0200
Cardenete,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cardenete,16056,2024-06-18 10:51:35.414 +0200
Estivella,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Estivella,46120,2024-06-18 10:51:35.414 +0200
Roda de Andalucía (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Roda de Andalucía, La",41082,2024-06-18 10:51:35.414 +0200
Luisiana (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Luisiana, La",41056,2024-06-18 10:51:35.414 +0200
Granollers,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Granollers,08096,2024-06-18 10:51:35.414 +0200
Abengibre,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Abengibre,02001,2024-06-18 10:51:35.414 +0200
Santa Cruz de la Palma,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santa Cruz de la Palma,38037,2024-06-18 10:51:35.414 +0200
Yaiza,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Yaiza,35034,2024-06-18 10:51:35.414 +0200
Tías,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Tías,35028,2024-06-18 10:51:35.414 +0200
San Miguel de Salinas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,San Miguel de Salinas,03120,2024-06-18 10:51:35.414 +0200
Águilas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Águilas,30003,2024-06-18 10:51:35.414 +0200
Bocairent,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Bocairent,46072,2024-06-18 10:51:35.414 +0200
Alboraia/Alboraya,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alboraia/Alboraya,46013,2024-06-18 10:51:35.414 +0200
Petrer,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Petrer,03104,2024-06-18 10:51:35.414 +0200
Teulada,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Teulada,03128,2024-06-18 10:51:35.414 +0200
Xàbia/Jávea,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Xàbia/Jávea,03082,2024-06-18 10:51:35.414 +0200
Victoria de Acentejo (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Victoria de Acentejo, La",38051,2024-06-18 10:51:35.414 +0200
Dénia,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Dénia,03063,2024-06-18 10:51:35.414 +0200
Villanueva del Río Segura,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villanueva del Río Segura,30042,2024-06-18 10:51:35.414 +0200
Puerto de la Cruz,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Puerto de la Cruz,38028,2024-06-18 10:51:35.414 +0200
Pedreguer,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Pedreguer,03101,2024-06-18 10:51:35.414 +0200
Tegueste,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Tegueste,38046,2024-06-18 10:51:35.414 +0200
Ibi,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ibi,03079,2024-06-18 10:51:35.414 +0200
Anna,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Anna,46039,2024-06-18 10:51:35.414 +0200
Albocŕsser,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Albocàsser,12003,2024-06-18 10:51:35.414 +0200
Abarán,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Abarán,30002,2024-06-18 10:51:35.414 +0200
Llosa de Ranes (la),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Llosa de Ranes, la",46157,2024-06-18 10:51:35.414 +0200
Moixent/Mogente,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Moixent/Mogente,46170,2024-06-18 10:51:35.414 +0200
Puerto Lumbreras,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Puerto Lumbreras,30033,2024-06-18 10:51:35.414 +0200
Almoradí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Almoradí,03015,2024-06-18 10:51:35.414 +0200
Caudete de las Fuentes,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Caudete de las Fuentes,46095,2024-06-18 10:51:35.414 +0200
Guardamar del Segura,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Guardamar del Segura,03076,2024-06-18 10:51:35.414 +0200
Massamagrell,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Massamagrell,46164,2024-06-18 10:51:35.414 +0200
Pobla de Vallbona (la),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Pobla de Vallbona, la",46202,2024-06-18 10:51:35.414 +0200
Montaverner,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montaverner,46173,2024-06-18 10:51:35.414 +0200
Pobla de Farnals (la),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Pobla de Farnals, la",46199,2024-06-18 10:51:35.414 +0200
Hospitalet de Llobregat (L'),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Hospitalet de Llobregat, L'",08101,2024-06-18 10:51:35.414 +0200
Crevillent,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Crevillent,03059,2024-06-18 10:51:35.414 +0200
Arucas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Arucas,35006,2024-06-18 10:51:35.414 +0200
Robledo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Robledo,02068,2024-06-18 10:51:35.414 +0200
