CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LANGUAGE_KEY,LOAD_TIME
AQJ,356,Aqaba,JO,,Jordà,JOR,MIDE,,Orient Mitjà,AS,Àsia,1,29.5266483,35.0075433,3,
AQM,357,Ariquemes,BR,BR_RO,Brasil,BRA,SAME,Rondonia,Amèrica del Sud,AM,Amèrica,1,-9.9076522,-63.033069,3,
AQP,358,Arequipa,PE,,Perú,PER,SAME,,Amèrica del Sud,AM,Amèrica,1,-16.3988667,-71.5369607,3,
AQS,359,Saqani,FJ,,Fiji,FJI,OCEA,,Oceània,OC,Oceània,1,"2,544,343","-10,096,582",3,
AQY,360,Alyeska,US,US_AK,USA,USA,NAME,Alaska,Amèrica del Nord,AM,Amèrica,1,60.9717,-149.10035,3,
ARA,361,New Iberia,US,US_LA,USA,USA,NAME,Louisiana,North America,AM,America,1,28.3559766,-81.59172471,3,
ARB,362,Ann Arbor,US,US_MI,EUA,USA,NAME,Michigan,Amèrica del Nord,AM,Amèrica,1,42.2790761,-83.72237684,3,
ARC,363,Arctic Village,US,US_AK,EUA,USA,NAME,Alaska,Amèrica del Nord,AM,Amèrica,1,42.5339513,-78.4230737,3,
ARD,364,Illa d'Alor,ID,,Indonèsia,IDN,SEAS,,Sud-est asiàtic,AS,Àsia,1,-8.29114485,124.7777164,3,
ARE,365,Arecibo,PR,,Puerto Rico,PRI,CRBN,,Caribbean,AM,Amèrica,1,-31.38167,-64.16133,3,
ARF,366,Acaricuara,CO,,Colòmbia,COL,SAME,,Amèrica del Sud,AM,Amèrica,1,"0,6813562","-702,413,678",3,
ARG,367,Walnut Ridge,US,US_AR,EUA,USA,NAME,Arkansas,Amèrica del Nord,AM,Amèrica,1,41.96740605,-78.62495616,3,
ARH,368,Arkhangelsk,RU,,Rússia,RUS,EEUR,,Europa central/oriental,EU,Europa,1,64.543022,40.537121,3,
ARI,369,Arica,CL,,Xile,CHL,SAME,,Amèrica del Sud,AM,Amèrica,1,"-184,785,288","-703,211,394",3,
ARJ,370,Arso,ID,,Indonèsia,IDN,SEAS,,Sud-est asiàtic,AS,Àsia,1,-2.7744539,140.7097492,3,
ARK,371,Arusha,TZ,,Tanzània,TZA,SAFR,,Àfrica subsahariana,AF,Àfrica,1,-3.3696827,36.6880794,3,
ARL,372,Arly,BF,,Burkina Faso,BFA,SAFR,,Àfrica subsahariana,AF,Àfrica,1,11.583333,1.466667,3,
ARM,373,Armidale,AU,AUNSW,Austràlia,AUS,OCEA,Nova Gal·les del Sud,Oceània,OC,Oceània,1,-30.5144881,151.6656564,3,
STO,374,Estocolm,SE,,Suècia,SWE,NEUR,,Nord d'Europa,EU,Europa,1,59.3251172,18.0710935,3,
ARO,375,Arboletas,CO,,Colòmbia,COL,SAME,,Amèrica del Sud,AM,Amèrica,1,7.2492271,-75.5189971,3,
ARP,376,Aragip,PG,,Papua Nova Guinea,PNG,OCEA,,Oceània,OC,Oceània,1,"-98,766,595","1,494,802,867",3,
ARQ,377,Arauquita,CO,,Colòmbia,COL,SAME,,Amèrica del Sud,AM,Amèrica,1,7.0294952,-71.4279016,3,
ARR,378,Alto Rio Senguerr,AR,AR_CB,Argentina,ARG,SAME,Chubut,Amèrica del Sud,AM,Amèrica,1,-45.04101,-70.82308,3,
ARS,379,Aragarcas,BR,BR_GO,Brasil,BRA,SAME,Goias,Amèrica del Sud,AM,Amèrica,1,-15.8957166,-52.2514538,3,
ART,380,Watertown,US,US_NY,EUA,USA,NAME,Nova York,Amèrica del Nord,AM,Amèrica,1,39.4028185,-87.1552929,3,
ARU,381,Aracatuba,BR,BR_SP,Brasil,BRA,SAME,Sao Paulo,Amèrica del Sud,AM,Amèrica,1,-21.207992,-50.4390225,3,
ARV,382,Minocqua,US,US_WI,EUA,USA,NAME,Wisconsin,Amèrica del Nord,AM,Amèrica,1,45.8712,-89.71003,3,
ARW,383,Arad,RO,,Romania,ROU,EEUR,,Europa Central/Est,EU,Europa,1,46.1752827,21.32607762,3,
ARX,384,Aracati,BR,BR_CE,Brasil,BRA,SAME,Ceara,Amèrica del Sud,AM,Amèrica,1,-4.558259,-37.767894,3,
ARY,385,Ararat,AU,AUVIC,Austràlia,AUS,OCEA,Victòria,Oceània,OC,Oceània,1,-37.2834165,142.9319447,3,
ARZ,386,N'Zeto,AO,,Angola,AGO,SAFR,,Àfrica subsahariana,AF,Àfrica,1,"-72,315,951","128,685,053",3,
ASA,387,Assab,ER,,Eritrea,ERI,SAFR,,Àfrica subsahariana,AF,Àfrica,1,13.0091289,42.7444596,3,
ASB,388,Ashgabat,TM,,Turkmenistan,TKM,EEUR,,Europa Central/Est,EU,Europa,1,37.9404648,58.3823487,3,
ASC,389,Ascensió,BO,,Bolívia,BOL,SAME,,Amèrica del Sud,AM,Amèrica,1,"-157,690,533","-630,172,482",3,
ASD,390,Andros Town,BS,,Bahames,BHS,CRBN,,Carib,AM,Amèrica,1,"247,279,213","-777,888,399",3,
ASE,391,Aspen,US,US_CO,EUA,USA,NAME,Colorado,Amèrica del Nord,AM,Amèrica,1,37.38126445,-121.9907889,3,
ASF,392,Astrakhan,RU,,Rússia,RUS,EEUR,,Europa Central/Est,EU,Europa,1,46.3498308,48.0326203,3,
ASG,393,Ashburton,NZ,,Nova Zelanda,NZL,OCEA,,Oceània,OC,Oceània,1,-43.9024396,171.7503327,3,
ASH,394,Nashua,US,US_NH,EUA,USA,NAME,New Hampshire,Amèrica del Nord,AM,Amèrica,1,38.8325821,-81.9734717,3,
ASI,395,Illa de l'Ascensió,SH,,Santa Helena,SHN,SAFR,,Àfrica subsahariana,AF,Àfrica,1,-33.8076,18.46812,3,
ASJ,396,Amami O Shima,JP,,Japó,JPN,NEAS,,Nord-est asiàtic,AS,Àsia,1,28.37767,129.4939,3,
ASK,397,Yamoussoukro,CI,,Costa d'Ivori,CIV,SAFR,,Àfrica subsahariana,AF,Àfrica,1,6.8200066,-5.2776034,3,
ASL,398,Marshall,US,US_TX,EUA,USA,NAME,Texas,Amèrica del Nord,AM,Amèrica,1,32.54691,-94.35011,3,
ASM,399,Asmara,ER,,Eritrea,ERI,SAFR,,Àfrica subsahariana,AF,Àfrica,1,15.3389667,38.9326763,3,
ASN,400,Talladega,US,US_AL,USA,USA,NAME,Alabama,Amèrica del Nord,AM,Amèrica,1,33.43455,-86.10242,3,
ASO,401,Asosa,ET,,Etiòpia,ETH,SAFR,,Àfrica subsahariana,AF,Àfrica,1,10.0646352,34.5437024,3,
ASP,402,Alice Springs,AU,AUNOT,Austràlia,AUS,OCEA,Territori del Nord,Oceània,OC,Oceània,1,-23.6983884,133.8812885,3,
ASQ,403,Austin,US,US_NV,EUA,USA,NAME,Nevada,Amèrica del Nord,AM,Amèrica,1,39.49325,-117.07182,3,
ASR,404,Kayseri,TR,,Turquia,TUR,SEUR,,Sud d'Europa,EU,Europa,1,38.7219011,35.4873214,3,
ASS,405,Chitwa Chitwa,ZA,,Sud-àfrica,ZAF,SAFR,,Àfrica subsahariana,AF,Àfrica,1,-24.7327904,31.55691455,3,
AST,406,Astoria,US,US_OR,EUA,USA,NAME,Oregon,Amèrica del Nord,AM,Amèrica,1,46.18977,-123.83395,3,
ASU,407,Asunción,PY,,Paraguai,PRY,SAME,,Amèrica del Sud,AM,Amèrica,1,-25.2800459,-57.6343814,3,
ASV,408,Amboseli,KE,,Kenya,KEN,SAFR,,Àfrica subsahariana,AF,Àfrica,1,-2.6433319,37.2590753,3,
ASW,409,Assuan,EG,,Egipte,EGY,MIDE,,Orient Mitjà,AS,Àsia,1,24.091071,32.897306,3,
ASX,410,Ashland,US,US_WI,EUA,USA,NAME,Wisconsin,Amèrica del Nord,AM,Amèrica,1,46.5854,-90.88629,3,
ASY,411,Ashley,US,US_ND,EUA,USA,NAME,Dakota del Nord,Amèrica del Nord,AM,Amèrica,1,46.0345,-99.37823,3,
ASZ,412,Asirim,PG,,Papua Nova Guinea,PNG,OCEA,,Oceània,OC,Oceània,1,"-60,070,873","150,365,439",3,
ATA,413,Anta,PE,,Perú,PER,SAME,,Amèrica del Sud,AM,Amèrica,1,-9.3576692,-77.5985103,3,
ATB,414,Atbara,SD,,Sudan,SDN,NAFR,,Àfrica del Nord,AF,Àfrica,1,16.76754615,35.06201671,3,
