CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LOAD_TIME
AKQ,225,Astraksetra,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-0.199674,114.0099793,
AKR,226,Akure,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,7.2525595,5.1932647,
AKS,227,Auki,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-8.7706074,160.6992655,
AKT,228,Akrotiri,CY,,Cyprus,CYP,SEUR,,Southern Europe,EU,Europe,1,35.3283079,34.04350736,
AKU,229,Aksu,CN,CNXIN,China,CHN,NEAS,Xinjiang,North East Asia,AS,Asia,1,41.6542826,79.555384,
AKV,230,Akulivik,CA,CA_QC,Canada,CAN,NAME,Quebec,North America,AM,America,1,60.8091489,-78.1902198,
AKW,231,Aghajari,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,30.6995647,49.8285336,
AKX,232,Aktyubinsk,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,49.4829,57.41686,
AKY,233,Sittwe,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,20.15,92.9,
ALA,234,Almaty,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,43.2363924,76.9457275,
ALB,235,Albany,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,48.1704677,-121.6993621,
ALD,236,Alerta,PE,,Peru,PER,SAME,,South America,AM,America,1,-11.6998406,-69.199206,
ALE,237,Alpine,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,30.35867,-103.66121,
ALF,238,Alta,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,69.9666046,23.2733282,
ALG,239,Algiers,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.7753606,3.0601882,
ALH,240,Albany,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-35.0247822,117.883608,
ALI,241,Alice,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,27.75078,-98.06504,
ALJ,242,Alexander Bay,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-28.594787,16.482647,
ALK,243,Asela,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,7.95,39.13333,
ALL,244,Albenga,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,44.0492503,8.2131239,
ALM,245,Alamogordo,US,US_NM,U.S.A.,USA,NAME,New Mexico,North America,AM,America,1,44.3140261,-94.4614177,
ALN,246,Alton,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,33.72812165,-117.9608062,
ALO,247,Waterloo,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,20.8514163,-156.1985629,
ALP,248,Aleppo,SY,,Syria,SYR,MIDE,,Middle East,AS,Asia,1,36.19924,37.1637253,
ALQ,249,Alegrete,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-29.790166,-55.794862,
ALR,250,Alexandra,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-45.2535683,169.3870836,
ALS,251,Alamosa,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,68.0447939,-150.7286454,
ALT,252,Alenquer,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-1.946229,-54.738355,
ALU,253,Alula,SO,,Somalia,SOM,SAFR,,Subsaharan Africa,AF,Africa,1,11.9664275,50.7571472,
ALV,254,Andorra la Vella,AD,,Andorra,AND,SEUR,,Southern Europe,EU,Europe,1,42.5069391,1.5212467,
ALW,255,Walla Walla,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,46.07068,-118.34261,
ALX,256,Alexander City,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,32.93884,-85.95295,
ALY,257,Alexandria,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,31.1991806,29.8951716,
ALZ,258,Alitak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.71205,-152.58946,
AMA,259,Amarillo,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,29.9521491,-90.2964674,
AMB,260,Ambilobe,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-13.194439,49.049956,
AMC,261,Am Timan,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,11.0396368,20.2826429,
AMD,262,Ahmedabad,IN,INGUJ,India,IND,SASI,Gujarat,South Asia,AS,Asia,1,23.0216238,72.5797068,
AME,263,Alto Molocue,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-15.6325077,37.6846186,
AMF,264,Ama,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.102662,141.665447,
AMG,265,Amboin,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.6061739,143.5060865,
AMH,266,Arba Mintch,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,6.01175,37.53883,
AMI,267,Mataram,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-8.5837726,116.10685,
AMJ,268,Almenara,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-16.1740678,-40.6904907,
DRO,269,Durango,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,37.27367,-107.8793,
AML,270,Puerto Armuelles,PA,,Panama,PAN,CAME,,Central America,AM,America,1,8.2725603,-82.8604458,
AMN,271,Alma,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,43.37897,-84.65703,
AMO,272,Mao,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,14.1234161,15.3108471,
AMP,273,Ampanihy,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-24.6926617,44.7463882,
AMQ,274,Ambon,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.6959434,128.178785,
LEI,275,Almeria,ES,ESAND,Spain,ESP,SEUR,Andalusia,Southern Europe,EU,Europe,1,36.8400955,-2.4679043,
AMS,276,Amsterdam,NL,,Netherlands,NLD,WEUR,,Western Europe,EU,Europe,1,52.3730796,4.8924534,
AMT,277,Amata,AU,AUSOA,Australia,AUS,OCEA,South Australia,Oceania,OC,Oceania,1,-26.1517767,131.1469813,
AMU,278,Amanab,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.5861368,141.2142807,
AMV,279,Amderma,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,69.7522076,61.66226728,
AMW,280,Ames,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.02534,-93.6202,
AMX,281,Ammaroo,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-21.7500557,135.2386949,
AMY,282,Ambatomainty,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-17.695381,45.664521,
AMZ,283,Ardmore,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-37.0333574,174.9831104,
MRE,284,Maasai Mara,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,-1.48475095,35.101904,
ANB,285,Anniston,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,57.0548405,-135.3185566,
ANC,286,Anchorage,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,47.8514851,-114.2944997,
AND,287,Anderson,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,34.50061,-82.64962,
ANE,288,Angers,FR,FRPAY,France,FRA,WEUR,Pays de la Loire,Western Europe,EU,Europe,1,47.4739884,-0.5515588,
ANF,289,Antofagasta,CL,,Chile,CHL,SAME,,South America,AM,America,1,-23.6463741,-70.3980033,
ANG,290,Angouleme,FR,FRAQU,France,FRA,WEUR,New Aquitaine,Western Europe,EU,Europe,1,45.6484505,0.1561947,
ANI,291,Aniak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,22.159308,-159.654981,
ANJ,292,Zanaga,CG,,Congo,COG,SAFR,,Subsaharan Africa,AF,Africa,1,-2.8501462,13.8234428,
ANK,293,Ankara,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,39.9207759,32.8540497,
ANL,294,Andulo,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-11.4872178,16.6959053,
ANM,295,Antalaha,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-14.9012302,50.2810433,
ANN,296,Annette Island,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,37.0308871,-92.1973807,
ANO,297,Angoche,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-16.2292451,39.9081111,
ANP,298,Annapolis,US,US_MD,U.S.A.,USA,NAME,Maryland,North America,AM,America,1,42.110489,-71.45327757,
ANQ,299,Angola,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,41.63487,-84.9986,
ANR,300,Antwerp,BE,,Belgium,BEL,WEUR,,Western Europe,EU,Europe,1,51.2211097,4.3997081,
ANS,301,Andahuaylas,PE,,Peru,PER,SAME,,South America,AM,America,1,-13.6564057,-73.3899459,
ANT,302,Saint Anton,AT,,Austria,AUT,WEUR,,Western Europe,EU,Europe,1,48.6916428,15.2091817,
ANU,303,Antigua,AG,,Antigua and Barbuda,ATG,CRBN,,Caribbean,AM,America,1,17.0855891,-61.79456029,
ANV,304,Anvik,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,62.65397,-160.20081,
ANW,305,Ainsworth,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,42.54745,-99.86248,
ANX,306,Andenes,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,69.3122989,16.10570853,
ANY,307,Anthony,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,36.7858338,-109.3792478,
ANZ,308,Angus Downs,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-25.0344527,132.2725281,
AOA,309,Aroa,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-8.9482697,146.926116,
AOB,310,Annanberg,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
AOC,311,Altenburg,DE,DETHU,Germany,DEU,WEUR,Thuringia,Western Europe,EU,Europe,1,50.9852411,12.4340988,
AOD,312,Abou Deia,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,11.45,19.2805333,
ESK,313,Eskisehir,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,39.7743941,30.519116,
AOG,314,Anshan,CN,CNLIA,China,CHN,NEAS,Liaoning,North East Asia,AS,Asia,1,41.1075962,122.9902291,
AOH,315,Lima,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,40.74269,-84.10745,
AOI,316,Ancona,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,43.6170137,13.5170982,
AOJ,317,Aomori,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,40.8222833,140.7472027,
AOK,318,Karpathos,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,35.6136611,27.11925669,
AOL,319,Paso de los Libres,AR,AR_CR,Argentina,ARG,SAME,Corrientes,South America,AM,America,1,-29.7136574,-57.0861369,
AOM,320,Adam,OM,,Oman,OMN,MIDE,,Middle East,AS,Asia,1,22.36049335,57.52003277,
AON,321,Arona,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.2664027,146.0211838,
AOO,322,Altoona,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,40.50733,-78.3991,
AOP,323,Andoas,PE,,Peru,PER,SAME,,South America,AM,America,1,-3.37546155,-76.63961612,
AOQ,324,Aappilattoq,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,72.8833228,-55.5979679,
AOR,325,Alor Setar,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,6.1231908,100.3683962,
AOS,326,Amook,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,58.29973,-134.40679,
AOT,327,Aosta,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,45.7370885,7.3196649,
AOU,328,Attopeu,LA,,Laos,LAO,SEAS,,South East Asia,AS,Asia,1,14.7973528,14.7973528,
DEN,329,Denver,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,39.74001,-104.99202,
APB,330,Apolo,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-14.7153938,-68.4176615,
APC,331,Napa,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,38.29911,-122.28541,
APF,332,Naples,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,26.13934,-81.79583,
APG,333,Aberdeen,US,US_MD,U.S.A.,USA,NAME,Maryland,North America,AM,America,1,39.51104,-76.16268,
APH,334,Bowling Green,US,US_VA,U.S.A.,USA,NAME,Virginia,North America,AM,America,1,38.05197,-77.34778,
API,335,Apiay,CO,,Colombia,COL,SAME,,South America,AM,America,1,4.0670735,-73.5725269,
APJ,336,Ngari,CN,CNANH,China,CHN,NEAS,Anhui,North East Asia,AS,Asia,1,32.502433,80.1056099,
APK,337,Apataki,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-15.4124508,-146.2793732,
APL,338,Nampula,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-15.1194063,39.2615886,
APN,339,Alpena,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,45.06156,-83.44515,
APO,340,Apartado,CO,,Colombia,COL,SAME,,South America,AM,America,1,7.8849011,-76.6227461,
APP,341,Asapa,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-8.9767589,148.1069741,
APQ,342,Arapiraca,BR,BR_AL,Brazil,BRA,SAME,Alagoas,South America,AM,America,1,-9.754866,-36.661471,
APR,343,April River,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.6414667,142.5632501,
APS,344,Anapolis,BR,BR_GO,Brazil,BRA,SAME,Goias,South America,AM,America,1,-16.3332828,-48.9525756,
APT,345,Jasper,US,US_TN,U.S.A.,USA,NAME,Tennessee,North America,AM,America,1,35.7742429,-90.6723337,
APU,346,Apucarana,BR,BR_PR,Brazil,BRA,SAME,Parana,South America,AM,America,1,-23.5525327,-51.4610764,
APV,347,Apple Valley,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,34.52373,-117.21643,
APW,348,Apia,WS,,Samoa,WSM,OCEA,,Oceania,OC,Oceania,1,-13.8344639,-171.7649144,
APX,349,Arapongas,BR,BR_PR,Brazil,BRA,SAME,Parana,South America,AM,America,1,-23.4152862,-51.4293961,
APY,350,Alto Parnaiba,BR,BR_MA,Brazil,BRA,SAME,Maranhao,South America,AM,America,1,-9.112506,-45.9310154,
APZ,351,Zapala,AR,AR_NE,Argentina,ARG,SAME,Neuquen,South America,AM,America,1,-38.9006215,-70.0668573,
AQA,352,Araraquara,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-21.7886713,-48.1773096,
AQB,353,Quiche,GT,,Guatemala,GTM,CAME,,Central America,AM,America,1,15.0295098,-91.1496179,
AQG,354,Anqing,CN,CNANH,China,CHN,NEAS,Anhui,North East Asia,AS,Asia,1,30.5276161,117.0515956,
AQI,355,Qaisumah,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,28.3097161,46.127502,
AQJ,356,Aqaba,JO,,Jordan,JOR,MIDE,,Middle East,AS,Asia,1,29.5266483,35.0075433,
AQM,357,Ariquemes,BR,BR_RO,Brazil,BRA,SAME,Rondonia,South America,AM,America,1,-9.9076522,-63.033069,
AQP,358,Arequipa,PE,,Peru,PER,SAME,,South America,AM,America,1,-16.3988667,-71.5369607,
AQS,359,Saqani,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,25.44343,-100.96582,
AQY,360,Alyeska,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.9717,-149.10035,
ARA,361,New Iberia,US,US_LA,U.S.A.,USA,NAME,Louisiana,North America,AM,America,1,28.3559766,-81.59172471,
ARB,362,Ann Arbor,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,42.2790761,-83.72237684,
ARC,363,Arctic Village,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,42.5339513,-78.4230737,
ARD,364,Alor Island,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-8.29114485,124.7777164,
ARE,365,Arecibo,PR,,Puerto Rico,PRI,CRBN,,Caribbean,AM,America,1,-31.38167,-64.16133,
ARF,366,Acaricuara,CO,,Colombia,COL,SAME,,South America,AM,America,1,0.6813562,-70.2413678,
ARG,367,Walnut Ridge,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,41.96740605,-78.62495616,
ARH,368,Arkhangelsk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,64.543022,40.537121,
ARI,369,Arica,CL,,Chile,CHL,SAME,,South America,AM,America,1,-18.4785288,-70.3211394,
ARJ,370,Arso,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.7744539,140.7097492,
ARK,371,Arusha,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-3.3696827,36.6880794,
ARL,372,Arly,BF,,Burkina Faso,BFA,SAFR,,Subsaharan Africa,AF,Africa,1,11.583333,1.466667,
ARM,373,Armidale,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-30.5144881,151.6656564,
STO,374,Stockholm,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,59.3251172,18.0710935,
ARO,375,Arboletas,CO,,Colombia,COL,SAME,,South America,AM,America,1,7.2492271,-75.5189971,
ARP,376,Aragip,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-9.8766595,149.4802867,
ARQ,377,Arauquita,CO,,Colombia,COL,SAME,,South America,AM,America,1,7.0294952,-71.4279016,
ARR,378,Alto Rio Senguerr,AR,AR_CB,Argentina,ARG,SAME,Chubut,South America,AM,America,1,-45.04101,-70.82308,
ARS,379,Aragarcas,BR,BR_GO,Brazil,BRA,SAME,Goias,South America,AM,America,1,-15.8957166,-52.2514538,
ART,380,Watertown,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,39.4028185,-87.1552929,
ARU,381,Aracatuba,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-21.207992,-50.4390225,
ARV,382,Minocqua,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,45.8712,-89.71003,
ARW,383,Arad,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,46.1752827,21.32607762,
ARX,384,Aracati,BR,BR_CE,Brazil,BRA,SAME,Ceara,South America,AM,America,1,-4.558259,-37.767894,
ARY,385,Ararat,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-37.2834165,142.9319447,
ARZ,386,N'Zeto,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-7.2315951,12.8685053,
ASA,387,Assab,ER,,Eritrea,ERI,SAFR,,Subsaharan Africa,AF,Africa,1,13.0091289,42.7444596,
ASB,388,Ashgabat,TM,,Turkmenistan,TKM,EEUR,,Central/Eastern Europe,EU,Europe,1,37.9404648,58.3823487,
ASC,389,Ascension,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-15.7690533,-63.0172482,
ASD,390,Andros Town,BS,,Bahamas,BHS,CRBN,,Caribbean,AM,America,1,24.7279213,-77.7888399,
ASE,391,Aspen,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,37.38126445,-121.9907889,
ASF,392,Astrakhan,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,46.3498308,48.0326203,
ASG,393,Ashburton,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-43.9024396,171.7503327,
ASH,394,Nashua,US,US_NH,U.S.A.,USA,NAME,New Hampshire,North America,AM,America,1,38.8325821,-81.9734717,
ASI,395,Ascension Island,SH,,Saint Helena,SHN,SAFR,,Subsaharan Africa,AF,Africa,1,-33.8076,18.46812,
ASJ,396,Amami O Shima,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,28.37767,129.4939,
ASK,397,Yamoussoukro,CI,,Ivory Coast,CIV,SAFR,,Subsaharan Africa,AF,Africa,1,6.8200066,-5.2776034,
ASL,398,Marshall,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,32.54691,-94.35011,
ASM,399,Asmara,ER,,Eritrea,ERI,SAFR,,Subsaharan Africa,AF,Africa,1,15.3389667,38.9326763,
ASN,400,Talladega,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,33.43455,-86.10242,
ASO,401,Asosa,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,10.0646352,34.5437024,
ASP,402,Alice Springs,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-23.6983884,133.8812885,
ASQ,403,Austin,US,US_NV,U.S.A.,USA,NAME,Nevada,North America,AM,America,1,39.49325,-117.07182,
ASR,404,Kayseri,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,38.7219011,35.4873214,
ASS,405,Chitwa Chitwa,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-24.7327904,31.55691455,
AST,406,Astoria,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,46.18977,-123.83395,
ASU,407,Asuncion,PY,,Paraguay,PRY,SAME,,South America,AM,America,1,-25.2800459,-57.6343814,
ASV,408,Amboseli,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,-2.6433319,37.2590753,
ASW,409,Aswan,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,24.091071,32.897306,
ASX,410,Ashland,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,46.5854,-90.88629,
ASY,411,Ashley,US,US_ND,U.S.A.,USA,NAME,North Dakota,North America,AM,America,1,46.0345,-99.37823,
ASZ,412,Asirim,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.0070873,150.365439,
ATA,413,Anta,PE,,Peru,PER,SAME,,South America,AM,America,1,-9.3576692,-77.5985103,
ATB,414,Atbara,SD,,Sudan,SDN,NAFR,,North Africa,AF,Africa,1,16.76754615,35.06201671,
ATC,415,Arthur's Town,BS,,Bahamas,BHS,CRBN,,Caribbean,AM,America,1,24.6224779,-75.6754967,
ATD,416,Atoifi,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-9.6188478,160.1732178,
ATE,417,Antlers,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,34.23127,-95.61989,
ATF,418,Ambato,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,-1.2422413,-78.6287594,
ATG,419,Attock,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,33.7695323,72.3610911,
ATH,420,Athens,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,37.9755648,23.7348324,
ATI,421,Artigas,UY,,Uruguay,URY,SAME,,South America,AM,America,1,-30.3984136,-56.4638078,
ATJ,422,Antsirabe,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-19.871403,47.034667,
ATK,423,Atqasuk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,39.55008335,-78.84492754,
ATL,424,Atlanta,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,33.9255194,-84.34662035,
ATM,425,Altamira,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-3.204065,-52.209961,
ATN,426,Namatanai,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.6641739,152.4407285,
ATO,427,Athens,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,40.60266815,-75.37519683,
ATP,428,Aitape,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.1510222,142.3594389,
ATQ,429,Amritsar,IN,INPUN,India,IND,SASI,Punjab,South Asia,AS,Asia,1,31.6343083,74.8736788,
ATR,430,Atar,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,20.5181943,-13.0543928,
ATS,431,Artesia,US,US_NM,U.S.A.,USA,NAME,New Mexico,North America,AM,America,1,32.84326,-104.3976,
ATT,432,Atmautluak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.86297,-162.27596,
ATU,433,Attu Island,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,48.51145,-122.63694,
ATV,434,Ati,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,13.2125691,18.3396857,
ATW,435,Appleton,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,44.26178,-88.41714,
ATX,436,Atbasar,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,51.8099624,68.3584729,
ATY,437,Watertown,US,US_SD,U.S.A.,USA,NAME,South Dakota,North America,AM,America,1,44.9006,-97.1058,
ATZ,438,Assiut,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,27.1758583,31.20061226,
AUA,439,Aruba,AW,,Aruba,ABW,CRBN,,Caribbean,AM,America,1,32.66512,-114.51508,
AUB,440,Itauba,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-3.6102693,-64.3269935,
AUC,441,Arauca,CO,,Colombia,COL,SAME,,South America,AM,America,1,7.0851994,-70.7577762,
AUD,442,Augustus Downs,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-18.54425685,139.8707649,
AUE,443,Abu Rudeis,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,28.8933735,33.1847458,
AUF,444,Auxerre,FR,FRBUR,France,FRA,WEUR,Burgundy,Western Europe,EU,Europe,1,47.7961287,3.570579,
AUG,445,Augusta,US,US_ME,U.S.A.,USA,NAME,Maine,North America,AM,America,1,41.3992482,-75.5865764,
AUH,446,Abu Dhabi,AE,,United Arab Emirates,ARE,MIDE,,Middle East,AS,Asia,1,24.4538352,54.3774014,
AUI,447,Aua Island,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-1.46573165,143.0624465,
AUJ,448,Ambunti,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.218041,142.822534,
AUK,449,Alakanuk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,48.0029136,-90.80939356,
AUL,450,Aur Island,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,8.1381881,171.176624,
